"","chromosome_name","start_position","end_position","hgnc_symbol"
"13828","9",6413151,6507054,"UHRF2"
"13829","17",19770829,19867936,"ULK2"
"13830","7",7640711,7968020,"UMAD1"
"13831","17",28546708,28552631,"UNC119"
"13832","12",120710458,120723640,"UNC119B"
"13833","4",95162504,95549206,"UNC5C"
"13834","CHR_HSCHR14_7_CTG1",93333219,93707876,"UNC79"
"13835","14",93333219,93707876,"UNC79"
"13836","2",209771832,209999300,"UNC80"
"13837","6",167271169,167316014,"UNC93A"
"13838","7",1232872,1237326,"UNCX"
"13839","22",24494107,24528390,"UPB1"
"13840","19",18831959,18868230,"UPF1"
"13841","11",62670273,62673686,"UQCC3"
"13842","8",96222947,96235546,"UQCRB"
"13843","16",21953288,21983660,"UQCRC2"
"13844","21",32311018,32393012,"URB1"
"13845","7",43875894,43926411,"URGCP"
"13846","9",128371361,128392016,"URM1"
"13847","1",45010950,45015575,"UROD"
"13848","4",75724577,75814286,"USO1"
"13849","13",27066156,27171811,"USP12"
"13850","3",179653032,179804366,"USP13"
"13851","11",113797874,113875572,"USP28"
"13852","11",78188812,78215232,"USP35"
"13853","2",85602856,85649283,"USP39"
"13854","3",49277144,49340712,"USP4"
"13855","7",6104949,6161564,"USP42"
"13856","17",9644698,9729687,"USP43"
"13857","12",95516560,95551476,"USP44"
"13858","15",50494018,50546708,"USP50"
"13859","10",73497538,73626117,"USP54"
"13860","5",73565443,73583380,"UTP15"
"13861","8",116766505,116849463,"UTP23"
"13862","4",1345691,1395989,"UVSSA"
"13863","17",8159149,8163546,"VAMP2"
"13864","2",85584431,85593406,"VAMP5"
"13865","1",212950520,212992037,"VASH2"
"13866","19",6772708,6857366,"VAV1"
"13867","1",100719742,100739045,"VCAM1"
"13868","5",83471618,83582303,"VCAN"
"13869","14",50108632,50116600,"VCPKMT"
"13870","X",136532215,136556807,"VGLL1"
"13871","2",36696690,36814794,"VIT"
"13872","17",59707192,59842255,"VMP1"
"13873","6",132680849,132714055,"VNN1"
"13874","22",23752743,23754425,"VPREB3"
"13875","9",77177445,77421537,"VPS13A"
"13876","13",52412602,52450634,"VPS36"
"13877","7",38722974,38932394,"VPS41"
"13878","7",93232340,93361123,"VPS50"
"13879","11",65089324,65111862,"VPS51"
"13880","3",184812143,185052614,"VPS8"
"13881","16",89707134,89720898,"VPS9D1"
"13882","11",124747474,124752255,"VSIG2"
"13883","X",66021738,66040125,"VSIG4"
"13884","10",71747556,71773520,"VSIR"
"13885","20",25070885,25082141,"VSX1"
"13886","14",67647085,67674820,"VTI1B"
"13887","1",1434861,1442882,"VWA1"
"13888","11",61258286,61295316,"VWCE"
"13889","1",27404230,27490167,"WASF2"
"13890","12",105107324,105169130,"WASHC4"
"13891","8",125024260,125091819,"WASHC5"
"13892","12",14784582,14803486,"WBP11"
"13893","13",51584455,51767709,"WDFY2"
"13894","10",48684873,48982956,"WDFY4"
"13895","4",10068089,10116972,"WDR1"
"13896","6",169457212,169702067,"WDR27"
"13897","5",111092321,111130502,"WDR36"
"13898","21",42843094,42879568,"WDR4"
"13899","X",49074433,49101170,"WDR45"
"13900","1",108970214,109042113,"WDR47"
"13901","3",39052013,39096671,"WDR48"
"13902","2",74421678,74425755,"WDR54"
"13903","5",140664868,140674124,"WDR55"
"13904","3",49007062,49015953,"WDR6"
"13905","19",36054649,36105108,"WDR62"
"13906","1",241652278,241802777,"WDR64"
"13907","5",37379285,37753435,"WDR70"
"13908","19",12668073,12669415,"WDR83OS"
"13909","20",45469753,45481532,"WFDC2"
"13910","20",45109452,45115174,"WFDC5"
"13911","20",45607939,45631284,"WFDC9"
"13912","12",65050626,65121305,"WIF1"
"13913","7",5190196,5233840,"WIPI2"
"13914","1",68098473,68233120,"WLS"
"13915","11",76186325,76210736,"WNT11"
"13916","7",117275451,117323152,"WNT2"
"13917","1",112466541,112530165,"WNT2B"
"13918","CHR_HSCHR17_2_CTG5",46591415,46662074,"WNT3"
"13919","CHR_HSCHR17_1_CTG5",47057885,47113984,"WNT3"
"13920","17",46762506,46833154,"WNT3"
"13921","3",55465715,55490539,"WNT5A"
"13922","12",1529891,1647212,"WNT5B"
"13923","CHR_HSCHR17_2_CTG5",46662121,46715644,"WNT9B"
"13924","17",46833201,46886730,"WNT9B"
"13925","17",7686071,7703502,"WRAP53"
"13926","1",3630767,3652761,"WRAP73"
"13927","6",2765393,2786952,"WRNIP1"
"13928","17",27294076,27315926,"WSB1"
"13929","6",159725585,159756319,"WTAP"
"13930","4",183099257,183320777,"WWC2"
"13931","16",78099400,79212667,"WWOX"
"13932","2",166888480,167259753,"XIRP2"
"13933","1",27959588,27968093,"XKR8"
"13934","3",14145147,14178621,"XPC"
"13935","16",28097976,28211965,"XPO6"
"13936","19",43543311,43580473,"XRCC1"
"13937","5",83077498,83353787,"XRCC4"
"13938","22",41621163,41664048,"XRCC6"
"13939","3",142306607,142448062,"XRN1"
"13940","11",74807739,74949200,"XRRA1"
"13941","3",195068284,195271159,"XXYLT1"
"13942","17",50346126,50363138,"XYLT2"
"13943","12",42157104,42238349,"YAF2"
"13944","22",21628089,21630064,"YDJC"
"13945","3",183697797,183812624,"YEATS2"
"13946","11",66284580,66289145,"YIF1A"
"13947","6",43511832,43516985,"YIPF3"
"13948","X",68498562,68537282,"YIPF6"
"13949","19",19528861,19537581,"YJEFN3"
"13950","10",27110111,27155266,"YME1L1"
"13951","22",21697536,21735794,"YPEL1"
"13952","16",30092314,30096915,"YPEL3"
"13953","2",97713576,97739862,"ZAP70"
"13954","5",77072072,77087285,"ZBED3"
"13955","1",22428838,22531157,"ZBTB40"
"13956","1",197153682,197201293,"ZBTB41"
"13957","11",110093392,110171841,"ZC3H12C"
"13958","13",45954465,46052759,"ZC3H13"
"13959","22",41301525,41360147,"ZC3H7B"
"13960","7",139043515,139132122,"ZC3HAV1"
"13961","7",139025706,139036042,"ZC3HAV1L"
"13962","5",132996985,133026604,"ZCCHC10"
"13963","X",118823824,118826968,"ZCCHC12"
"13964","1",31296982,31364953,"ZCCHC17"
"13965","18",62523025,62587709,"ZCCHC2"
"13966","20",297570,300321,"ZCCHC3"
"13967","5",81301587,81313297,"ZCCHC9"
"13968","CHR_HSCHR2_6_CTG7_2",206279283,206319047,"ZDBF2"
"13969","2",206274663,206314427,"ZDBF2"
"13970","11",19117099,19176422,"ZDHHC13"
"13971","8",17156482,17224799,"ZDHHC2"
"13972","16",84974175,85011535,"ZDHHC7"
"13973","X",129803288,129843909,"ZDHHC9"
"13974","2",144364364,144521057,"ZEB2"
"13975","9",72351413,72365235,"ZFAND5"
"13976","19",56538948,56556808,"ZFP28"
"13977","17",5078467,5096374,"ZFP3"
"13978","14",68787660,68796253,"ZFP36L1"
"13979","9",113038377,113056759,"ZFP37"
"13980","5",180847611,180861285,"ZFP62"
"13981","14",72969451,73027131,"ZFYVE1"
"13982","14",103715730,103733668,"ZFYVE21"
"13983","10",97737121,97760907,"ZFYVE27"
"13984","1",52142089,52348671,"ZFYVE9"
"13985","16",29778256,29782973,"ZG16"
"13986","20",63707465,63736142,"ZGPAT"
"13987","4",112539333,112636995,"ZGRF1"
"13988","8",122781655,122974510,"ZHX2"
"13989","3",147386046,147406809,"ZIC4"
"13990","7",100015572,100041689,"ZKSCAN1"
"13991","5",140698680,140706686,"ZMAT2"
"13992","1",40258041,40294180,"ZMPSTE24"
"13993","1",35032172,35115859,"ZMYM1"
"13994","10",130088,254637,"ZMYND11"
"13995","7",30284597,30367689,"ZNRF2"
"13996","19",5455417,5456856,"ZNRF4"
"13997","CHR_HG926_PATCH",21197450,21214510,"ZP2"
"13998","16",21197450,21214510,"ZP2"
"13999","7",100049774,100065040,"ZSCAN21"
"14000","19",56189686,56197815,"ZSCAN5B"
"14001","2",186827475,186849208,"ZSWIM2"
"14002","20",45857614,45879122,"ZSWIM3"
"14003","CHR_HG109_PATCH",13795460,13832230,"ZSWIM4"
"14004","19",13795443,13832254,"ZSWIM4"
"14005","1",52726453,52827336,"ZYG11B"
"14006","CHR_HG708_PATCH",143381295,143391111,"ZYX"
"14007","7",143381295,143391111,"ZYX"
"14008","17",4004445,4143030,"ZZEF1"
"14009","12",9067664,9116229,"A2M"
"14010","3",138123713,138132390,"A4GNT"
"14011","3",151814073,151828488,"AADAC"
"14012","1",12716110,12728760,"AADACL3"
"14013","11",77821109,77918432,"AAMDC"
"14014","2",218264129,218270178,"AAMP"
"14015","20",36236131,36270918,"AAR2"
"14016","17",81110487,81166221,"AATK"
"14017","2",214931542,215138626,"ABCA12"
"14018","CHR_HSCHR2_1_CTG7_2",168939927,168953422,"ABCB11"
"14019","2",168915498,169031324,"ABCB11"
"14020","7",151028422,151047782,"ABCB8"
"14021","6",43427366,43450427,"ABCC10"
"14022","13",95019835,95301475,"ABCC4"
"14023","12",21797389,21942543,"ABCC9"
"14024","14",74285269,74303055,"ABCD4"
"14025","7",151211484,151227205,"ABCF2"
"14026","14",50872053,50904970,"ABHD12B"
"14027","13",108218392,108234243,"ABHD13"
"14028","3",51968510,51983409,"ABHD14B"
"14029","17",29560547,29567037,"ABHD15"
"14030","19",1876810,1885496,"ABHD17A"
"14031","1",179099330,179229684,"ABL2"
"14032","10",114431112,114768061,"ABLIM1"
"14033","1",226144679,226186741,"ACBD3"
"14034","17",45132600,45144181,"ACBD4"
"14035","10",15075475,15088776,"ACBD7"
"14036","19",6306142,6333612,"ACER1"
"14037","13",76948511,76958638,"ACOD1"
"14038","CHR_HG1311_PATCH",50738219,50745356,"ACR"
"14039","22",50738196,50745339,"ACR"
"14040","16",20610243,20797581,"ACSM3"
"14041","16",20409534,20441336,"ACSM5"
"14042","20",25006230,25058980,"ACSS1"
"14043","12",80936414,81261210,"ACSS3"
"14044","11",66546395,66563334,"ACTN3"
"14045","12",51951699,51997078,"ACVR1B"
"14046","2",157526767,157628864,"ACVR1C"
"14047","11",67642555,67650730,"ACY3"
"14048","2",53970838,54305300,"ACYP2"
"14049","15",58588809,58749791,"ADAM10"
"14050","12",111899263,111901391,"ADAM1A"
"14051","8",24294069,24359014,"ADAM28"
"14052","8",39314591,39417378,"ADAM5"
"14053","10",70672506,70762441,"ADAMTS14"
"14054","16",77247813,77435034,"ADAMTS18"
"14055","5",129460281,129738683,"ADAMTS19"
"14056","16",75596868,75623300,"ADAT1"
"14057","19",1905399,1913447,"ADAT3"
"14058","10",133087924,133131675,"ADGRA1"
"14059","4",61200326,62078335,"ADGRL3"
"14060","4",99123657,99157792,"ADH4"
"14061","8",66432492,66468907,"ADHFE1"
"14062","3",186842704,186858463,"ADIPOQ"
"14063","22",24417879,24442357,"ADORA2A"
"14064","17",10697594,10711558,"ADPRM"
"14065","10",114043866,114046904,"ADRB1"
"14066","5",148826611,148828623,"ADRB2"
"14067","2",99545419,100192428,"AFF3"
"14068","5",132875395,132963634,"AFF4"
"14069","12",57723761,57742157,"AGAP2"
"14070","7",151085831,151144436,"AGAP3"
"14071","15",86079871,87049169,"AGBL1"
"14072","1",48532854,50023954,"AGBL4"
"14073","2",227472152,227561217,"AGFG1"
"14074","5",77029251,77065234,"AGGF1"
"14075","CHR_HSCHR6_MHC_APD_CTG1",32235221,32245105,"AGPAT1"
"14076","CHR_HSCHR6_MHC_COX_CTG1",32116683,32126567,"AGPAT1"
"14077","CHR_HSCHR6_MHC_QBL_CTG1",32125820,32135704,"AGPAT1"
"14078","CHR_HSCHR6_MHC_MANN_CTG1",32207600,32217484,"AGPAT1"
"14079","CHR_HSCHR6_MHC_SSTO_CTG1",32175884,32185768,"AGPAT1"
"14080","CHR_HSCHR6_MHC_MCF_CTG1",32244640,32254524,"AGPAT1"
"14081","6",32168212,32178096,"AGPAT1"
"14082","CHR_HG76_PATCH",6708642,6761503,"AGPAT5"
"14083","8",6708642,6761503,"AGPAT5"
"14084","2",177392746,177567024,"AGPS"
"14085","7",16791811,16833433,"AGR2"
"14086","16",67482571,67483547,"AGRP"
"14087","9",85546539,85742029,"AGTPBP1"
"14088","2",240868824,240880502,"AGXT"
"14089","1",27534035,27604431,"AHDC1"
"14090","X",130124666,130165879,"AIFM1"
"14091","10",70098223,70132934,"AIFM2"
"14092","21",44285838,44298648,"AIRE"
"14093","6",160003291,160007664,"AIRN"
"14094","1",4654609,4792534,"AJAP1"
"14095","14",96392128,96489427,"AK7"
"14096","X",119895837,119920716,"AKAP14"
"14097","14",104769349,104795751,"AKT1"
"14098","19",49869033,49878459,"AKT1S1"
"14099","X",55009055,55030977,"ALAS2"
"14100","17",19648136,19685760,"ALDH3A2"
"14101","11",68008578,68029282,"ALDH3B1"
"14102","6",134917393,134950115,"ALDH8A1"
"14103","16",30064164,30070457,"ALDOA"
"14104","11",111782195,111871581,"ALG9"
"14105","12",109088188,109093631,"ALKBH2"
"14106","19",36009120,36014239,"ALKBH6"
"14107","2",3658200,3702671,"ALLC"
"14108","17",8072636,8087716,"ALOX12B"
"14109","11",46396414,46594125,"AMBRA1"
"14110","16",2520357,2531422,"AMDHD2"
"14111","13",25161679,25172288,"AMER2"
"14112","2",127861630,127885967,"AMMECR1L"
"14113","12",31671142,31729121,"AMN1"
"14114","1",114673090,114695618,"AMPD1"
"14115","7",38383704,38631420,"AMPH"
"14116","3",134477706,134486716,"ANAPC13"
"14117","11",72106378,72112780,"ANAPC15"
"14118","4",25377263,25418498,"ANAPC4"
"14119","8",6499632,6563409,"ANGPT2"
"14120","1",178849535,178871077,"ANGPTL1"
"14121","5",75611182,75681773,"ANKDD1B"
"14122","17",55882301,56517016,"ANKFN1"
"14123","13",110878540,110915069,"ANKRD10"
"14124","2",96824526,96857934,"ANKRD23"
"14125","10",26973793,27100494,"ANKRD26"
"14126","1",145866560,145885866,"ANKRD35"
"14127","8",100509752,100559784,"ANKRD46"
"14128","4",124664048,124712732,"ANKRD50"
"14129","7",6031376,6036552,"ANKRD61"
"14130","2",219229783,219236679,"ANKZF1"
"14131","7",36389821,36453791,"ANLN"
"14132","11",21782659,22283567,"ANO5"
"14133","4",79901146,80125454,"ANTXR2"
"14134","10",46286345,46330207,"ANTXRL"
"14135","15",60347134,60402883,"ANXA2"
"14136","7",36512941,36724549,"AOAH"
"14137","17",42844580,42850707,"AOC2"
"14138","2",200586014,200677064,"AOX1"
"14139","X",15825806,15854931,"AP1S2"
"14140","2",223667680,223838027,"AP1S3"
"14141","15",82659281,82710112,"AP3B2"
"14142","10",74120255,74150842,"AP3M1"
"14143","15",50908672,51005895,"AP4E1"
"14144","7",4775615,4794397,"AP5Z1"
"14145","5",112707498,112846239,"APC"
"14146","19",1446302,1473244,"APC2"
"14147","1",159587826,159588865,"APCS"
"14148","14",20455191,20457772,"APEX1"
"14149","X",55000363,55009057,"APEX2"
"14150","11",116789367,116792420,"APOA5"
"14151","6",41053202,41064891,"APOBEC2"
"14152","12",56360568,56362857,"APOF"
"14153","22",35648446,35668404,"APOL6"
"14154","9",32886601,33025130,"APTX"
"14155","12",49950737,49958878,"AQP2"
"14156","3",57571363,57598220,"ARF4"
"14157","14",49893079,49897054,"ARF6"
"14158","20",63272785,63289790,"ARFGAP1"
"14159","11",47164299,47177125,"ARFGAP2"
"14160","20",63698642,63708025,"ARFRP1"
"14161","CHR_HSCHR15_4_CTG8",32695437,32720246,"ARHGAP11A"
"14162","15",32615144,32639941,"ARHGAP11A"
"14163","CHR_HSCHR17_7_CTG4",38229196,38313162,"ARHGAP23"
"14164","17",38419280,38512385,"ARHGAP23"
"14165","4",85475150,86002668,"ARHGAP24"
"14166","18",6729716,6915716,"ARHGAP28"
"14167","1",94148988,94275068,"ARHGAP29"
"14168","11",100687288,100993941,"ARHGAP42"
"14169","12",57472264,57488814,"ARHGAP9"
"14170","19",41883173,41930150,"ARHGEF1"
"14171","CHR_HSCHR8_8_CTG1",1823976,1958641,"ARHGEF10"
"14172","8",1823926,1958641,"ARHGEF10"
"14173","1",16197854,16212652,"ARHGEF19"
"14174","4",105552620,105708093,"ARHGEF38"
"14175","14",21070273,21090248,"ARHGEF40"
"14176","1",26693236,26782104,"ARID1A"
"14177","15",74541206,74598131,"ARID3B"
"14178","3",160677160,160678448,"ARL14"
"14179","11",65014160,65022184,"ARL2"
"14180","10",102673731,102714397,"ARL3"
"14181","17",43398993,43401137,"ARL4D"
"14182","3",97764521,97801229,"ARL6"
"14183","16",31458080,31467166,"ARMC5"
"14184","17",75109952,75130272,"ARMC7"
"14185","X",101550547,101554700,"ARMCX1"
"14186","12",110434823,110450422,"ARPC3"
"14187","5",91368631,91383317,"ARRDC3"
"14188","5",150296343,150339307,"ARSI"
"14189","4",113900284,113979727,"ARSJ"
"14190","2",9206765,9405683,"ASAP2"
"14191","2",238426742,238452250,"ASB1"
"14192","7",95478444,95540233,"ASB4"
"14193","22",29788609,29838304,"ASCC2"
"14194","6",100508194,100881372,"ASCC3"
"14195","12",107774704,107776644,"ASCL4"
"14196","17",7101322,7115700,"ASGR2"
"14197","7",97851677,97872542,"ASNS"
"14198","8",61500556,61714640,"ASPH"
"14199","16",29900375,29919864,"ASPHD1"
"14200","1",197084121,197146694,"ASPM"
"14201","11",62337448,62393412,"ASRGL1"
"14202","9",116423112,117415070,"ASTN2"
"14203","18",33578219,33751195,"ASXL3"
"14204","7",117363222,117428123,"ASZ1"
"14205","19",49928702,49933935,"ATF5"
"14206","X",108091668,108154671,"ATG4A"
"14207","7",151012209,151024499,"ATG9B"
"14208","2",38293954,38377285,"ATL2"
"14209","12",6924463,6942321,"ATN1"
"14210","4",93828753,93830964,"ATOH1"
"14211","5",151742316,151772532,"ATOX1"
"14212","X",120362085,120383249,"ATP1B4"
"14213","16",28878405,28904466,"ATP2A1"
"14214","12",110280756,110351093,"ATP2A2"
"14215","19",35550031,35563658,"ATP4A"
"14216","CHR_HG1524_PATCH",113648804,113658198,"ATP4B"
"14217","13",113648804,113658198,"ATP4B"
"14218","17",42458844,42522582,"ATP6V0A1"
"14219","3",113747027,113812056,"ATP6V1A"
"14220","2",10721100,10785110,"ATP6V1C2"
"14221","X",77910690,78050395,"ATP7A"
"14222","4",42408373,42657121,"ATP8A1"
"14223","2",27212041,27217178,"ATRAID"
"14224","7",105604772,105876599,"ATXN7L1"
"14225","1",1373730,1375207,"AURKAIP1"
"14226","15",33858782,34075155,"AVEN"
"14227","12",63142759,63151201,"AVPR1A"
"14228","17",65528563,65561648,"AXIN2"
"14229","1",33081104,33123492,"AZIN2"
"14230","CHR_HSCHR15_3_CTG8",44711489,44718888,"B2M"
"14231","15",44711358,44718851,"B2M"
"14232","6",70856679,70957060,"B3GAT2"
"14233","13",31199975,31332276,"B3GLCT"
"14234","12",122203681,122208952,"B3GNT4"
"14235","19",41425359,41428730,"B3GNT8"
"14236","9",33104082,33167356,"B4GALT1"
"14237","3",119211732,119240946,"B4GALT4"
"14238","11",64269830,64284704,"BAD"
"14239","10",119651380,119677819,"BAG3"
"14240","CHR_HSCHR6_MHC_COX_CTG1",31626429,31640114,"BAG6"
"14241","CHR_HSCHR6_MHC_MANN_CTG1",31678475,31692158,"BAG6"
"14242","CHR_HSCHR6_MHC_QBL_CTG1",31629248,31642931,"BAG6"
"14243","CHR_HSCHR6_MHC_MCF_CTG1",31715314,31728984,"BAG6"
"14244","CHR_HSCHR6_MHC_DBB_CTG1",31621198,31634883,"BAG6"
"14245","CHR_HSCHR6_MHC_SSTO_CTG1",31629769,31643448,"BAG6"
"14246","6",31639028,31652705,"BAG6"
"14247","17",81035122,81117434,"BAIAP2"
"14248","16",87949244,88077318,"BANP"
"14249","1",212686417,212699840,"BATF3"
"14250","12",56595596,56636816,"BAZ2A"
"14251","10",110898730,110919201,"BBIP1"
"14252","16",56465640,56582667,"BBS2"
"14253","15",72686179,72738475,"BBS4"
"14254","CHR_HSCHR16_5_CTG3_1",75228207,75268085,"BCAR1"
"14255","16",75228181,75268053,"BCAR1"
"14256","17",60677453,61392838,"BCAS3"
"14257","10",125823546,125853695,"BCCIP"
"14258","15",52109263,52112775,"BCL2L10"
"14259","19",49665142,49673916,"BCL2L12"
"14260","22",17628855,17730855,"BCL2L13"
"14261","CHR_HG1362_PATCH",12049844,12211084,"BCL2L14"
"14262","12",12049844,12211084,"BCL2L14"
"14263","1",113876816,113887581,"BCL2L15"
"14264","17",7023050,7030290,"BCL6B"
"14265","CHR_HSCHR3_2_CTG3",197506664,197557450,"BDH1"
"14266","3",197509783,197573323,"BDH1"
"14267","14",96256210,96268967,"BDKRB1"
"14268","CHR_HSCHR5_1_CTG1_1",70780935,70893131,"BDP1"
"14269","CHR_HSCHR5_2_CTG1_1",70670918,70783123,"BDP1"
"14270","5",71455651,71567820,"BDP1"
"14271","14",100537147,100587417,"BEGAIN"
"14272","6",56955107,57027346,"BEND6"
"14273","X",103062651,103064171,"BEX1"
"14274","X",103309346,103311007,"BEX2"
"14275","1",156242184,156243317,"BGLAP"
"14276","12",51281038,51324668,"BIN2"
"14277","17",30248203,30292056,"BLMH"
"14278","15",40087890,40108892,"BMF"
"14279","X",50910735,50916641,"BMP15"
"14280","6",55753653,55875590,"BMP5"
"14281","X",15464246,15556529,"BMX"
"14282","5",173144442,173164387,"BNIP1"
"14283","CHR_HG1362_PATCH",12357078,12471238,"BORCS5"
"14284","12",12357078,12471233,"BORCS5"
"14285","20",33161768,33181412,"BPIFA2"
"14286","7",140719327,140924929,"BRAF"
"14287","16",50313487,50368988,"BRD7"
"14288","5",138139770,138178953,"BRD8"
"14289","9",119153458,119369435,"BRINP1"
"14290","3",10115675,10127190,"BRK1"
"14291","X",136487947,136493780,"BRS3"
"14292","11",1389899,1462689,"BRSK2"
"14293","3",49554477,49671549,"BSN"
"14294","4",15703065,15738313,"BST1"
"14295","19",1985438,2034881,"BTBD2"
"14296","14",105248533,105251093,"BTBD6"
"14297","4",74744759,74794523,"BTC"
"14298","1",203305491,203309602,"BTG2"
"14299","11",111467526,111514367,"BTG4"
"14300","3",112463966,112499472,"BTLA"
"14301","6",105096822,105137157,"BVES"
"14302","6",41921499,41933046,"BYSL"
"14303","7",16646131,16706523,"BZW2"
"14304","17",5432777,5448830,"C1QBP"
"14305","1",1242446,1246722,"C1QTNF12"
"14306","5",160347754,160370641,"C1QTNF2"
"14307","21",41885112,41954018,"C2CD2"
"14308","15",62066977,62070917,"C2CD4A"
"14309","19",405445,409147,"C2CD4C"
"14310","12",22448583,22544546,"C2CD5"
"14311","19",47332175,47347329,"C5AR2"
"14312","5",40909492,40984643,"C7"
"14313","1",56854768,56918223,"C8A"
"14314","9",27535640,27573866,"C9orf72"
"14315","20",62388634,62407285,"CABLES2"
"14316","12",120640626,120667324,"CABP1"
"14317","19",48029383,48044079,"CABP5"
"14318","4",70334981,70337116,"CABS1"
"14319","X",49205063,49233371,"CACNA1F"
"14320","1",159171609,159203313,"CADM3"
"14321","8",90058608,90095475,"CALB1"
"14322","17",48831018,48866522,"CALCOCO2"
"14323","19",46601074,46610782,"CALM3"
"14324","10",5524961,5526771,"CALML3"
"14325","19",16479061,16496167,"CALR3"
"14326","4",113418054,113761927,"CAMK2D"
"14327","3",184259213,184261553,"CAMK2N2"
"14328","5",111223653,111494886,"CAMK4"
"14329","12",121237675,121298308,"CAMKK2"
"14330","9",135808487,135907546,"CAMSAP1"
"14331","1",200738893,200860704,"CAMSAP2"
"14332","17",4967992,4987675,"CAMTA2"
"14333","3",12796472,12834804,"CAND2"
"14334","CHR_HG30_PATCH",179679612,179732514,"CANX"
"14335","5",179678628,179731641,"CANX"
"14336","2",240586734,240617705,"CAPN10"
"14337","CHR_HSCHR16_CTG2",531239,531551,"CAPN15"
"14338","16",527712,554636,"CAPN15"
"14339","12",30709552,30823302,"CAPRIN2"
"14340","1",112619805,112671616,"CAPZA1"
"14341","12",18738119,18739188,"CAPZA3"
"14342","7",2906142,3044228,"CARD11"
"14343","5",149406689,149432835,"CARMN"
"14344","13",110641412,110713603,"CARS2"
"14345","7",94509219,94557019,"CASD1"
"14346","11",104885718,104898670,"CASP12"
"14347","4",184627696,184650062,"CASP3"
"14348","11",104942866,104969366,"CASP4"
"14349","2",201233443,201361836,"CASP8"
"14350","CHR_HG2121_PATCH",89829894,89876779,"CASP8AP2"
"14351","6",89829894,89874436,"CASP8AP2"
"14352","1",115700021,115768714,"CASQ2"
"14353","3",122183668,122291629,"CASR"
"14354","5",96525267,96779595,"CAST"
"14355","7",74964705,75031528,"CASTOR2"
"14356","1",10636604,10796650,"CASZ1"
"14357","11",34438934,34472060,"CAT"
"14358","1",26190561,26202968,"CATSPER4"
"14359","11",64300358,64304770,"CATSPERZ"
"14360","3",8733802,8841808,"CAV3"
"14361","19",1228287,1238027,"CBARP"
"14362","16",67028984,67101058,"CBFB"
"14363","4",168863770,169010275,"CBR4"
"14364","9",120837,179147,"CBWD1"
"14365","7",26201162,26213607,"CBX3"
"14366","17",79833156,79839440,"CBX4"
"14367","22",39120167,39152680,"CBX7"
"14368","22",38656636,38673854,"CBY1"
"14369","4",15469865,15601552,"CC2D2A"
"14370","8",22604757,22620964,"CCAR2"
"14371","2",27625638,27629012,"CCDC121"
"14372","3",42705756,42773253,"CCDC13"
"14373","11",124954121,125041489,"CCDC15"
"14374","2",196639554,196763490,"CCDC150"
"14375","22",30356635,30378673,"CCDC157"
"14376","X",134237047,134246842,"CCDC160"
"14377","1",45493866,45500079,"CCDC163"
"14378","CHR_HSCHR8_3_CTG7",143693701,143695116,"CCDC166"
"14379","8",143706694,143708109,"CCDC166"
"14380","3",14651762,14672659,"CCDC174"
"14381","9",97307304,97378751,"CCDC180"
"14382","17",57744495,57745299,"CCDC182"
"14383","10",114120862,114174232,"CCDC186"
"14384","5",127703391,127941507,"CCDC192"
"14385","15",40528683,40565054,"CCDC32"
"14386","17",63745255,63776351,"CCDC47"
"14387","3",107377439,107378635,"CCDC54"
"14388","12",48904110,48931840,"CCDC65"
"14389","18",54901509,54959461,"CCDC68"
"14390","13",51861969,51866232,"CCDC70"
"14391","3",112596797,112649530,"CCDC80"
"14392","12",90905622,90955176,"CCER1"
"14393","CHR_HG26_PATCH",38909016,38912194,"CCER2"
"14394","19",38908980,38912186,"CCER2"
"14395","4",121816444,121823883,"CCNA2"
"14396","6",99542387,99568825,"CCNC"
"14397","6",41934934,42050357,"CCND3"
"14398","19",29811991,29824312,"CCNE1"
"14399","12",48688458,48716998,"CCNT1"
"14400","10",35247025,35572669,"CCNY"
"14401","15",55340032,55408510,"CCPG1"
"14402","3",46370946,46376206,"CCR5"
"14403","6",167111807,167139141,"CCR6"
"14404","3",39329709,39333680,"CCR8"
"14405","1",229321011,229343294,"CCSAP"
"14406","1",156308968,156367873,"CCT3"
"14407","6",73695785,73828316,"CD109"
"14408","16",28931965,28939342,"CD19"
"14409","9",5450503,5470566,"CD274"
"14410","17",74579365,74592283,"CD300LD"
"14411","19",8302127,8308358,"CD320"
"14412","X",136648158,136660390,"CD40LG"
"14413","11",35138882,35232402,"CD44"
"14414","17",7579491,7582111,"CD68"
"14415","17",82314868,82317608,"CD7"
"14416","11",44564427,44620358,"CD82"
"14417","3",122055362,122121139,"CD86"
"14418","20",23079360,23086324,"CD93"
"14419","X",150766336,150898816,"CD99L2"
"14420","1",20589086,20618903,"CDA"
"14421","13",49247925,49293485,"CDADC1"
"14422","9",96490241,96619843,"CDC14B"
"14423","20",3786772,3806121,"CDC25B"
"14424","19",531760,542092,"CDC34"
"14425","19",10391133,10420121,"CDC37"
"14426","1",22052627,22101360,"CDC42"
"14427","CHR_HSCHR19LRC_PGF1_CTG3_1",54395351,54403578,"CDC42EP5"
"14428","CHR_HSCHR19LRC_COX1_CTG3_1",54397172,54405337,"CDC42EP5"
"14429","CHR_HSCHR19_4_CTG3_1",54472957,54481158,"CDC42EP5"
"14430","19",54465026,54473296,"CDC42EP5"
"14431","5",131245493,131398447,"CDC42SE2"
